PR094  Photo-prod          07/09 Arndt  06/19/14
 1056 -4.8435159E-01   0.00623         0.00057       
 1057 -5.78142461E-01  0.00762         0.0007        
 1058 -6.71849861E-01  0.0126          0.00116       
 1059 -7.65595494E-01  0.00921         0.00085       
! 4025.000  35  0.020   1.00   0.00   1.00 PI0  DSG  KU(14)P  JLAB PRL
! KUNKEL, PC 06-19-14, G12
 1060  7.96846379E-01  0.17955         0.01664       
 1061  7.6559551E-01   0.1858          0.01722       
 1062  7.34322513E-01  0.10672         0.00989       
 1063  7.03146548E-01  0.12923         0.01198       
 1064  6.71849879E-01  0.10711         0.00993       
 1065  6.40645912E-01  0.1194          0.01107       
 1066  6.09315151E-01  0.11361         0.01053       
 1067  5.78142481E-01  0.10904         0.01011       
 1068  5.46832807E-01  0.06903         0.0064        
 1069  5.15636372E-01  0.04429         0.00411       
 1070  4.84351611E-01  0.02707         0.00251       
 1071  4.53057199E-01  0.02596         0.00241       
 1072  4.21827206E-01  0.01866         0.00173       
 1073  3.90570472E-01  0.00848         0.00079       
 1074  3.59345405E-01  0.00537         0.0005        
 1075  3.28207277E-01  0.00306         0.00028       
 1076  2.96874931E-01  0.00258         0.00024       
 1077  2.65556127E-01  0.00087         0.00008       
 1078  2.34463509E-01  0.00113         0.00011       
 1079  2.03129107E-01  0.00111         0.0001        
 1080  1.71929111E-01  0.00234         0.00022       
 1081  1.40555651E-01  0.00153         0.00014       
 1082  1.09387358E-01  0.00243         0.00023       
 1083  7.81111127E-02  0.00099         0.00009       
 1084  4.69321226E-02  0.00107         0.0001        
 1085  1.57073294E-02  0.00321         0.0003        
 1086 -3.12362994E-02  0.00252         0.00023       
 1087 -1.09387334E-01  0.00318         0.0003        
 1088 -2.03129083E-01  0.00272         0.00025       
 1089 -2.96874908E-01  0.00123         0.00011       
 1090 -3.9057045E-01   0.00296         0.00027       
 1091 -4.8435159E-01   0.00546         0.00051       
 1092 -5.78142461E-01  0.00882         0.00082       
 1093 -6.71849861E-01  0.00483         0.00045       
 1094 -7.65595494E-01  0.00797         0.00074       
! 4075.000  35  0.020   1.00   0.00   1.00 PI0  DSG  KU(14)P  JLAB PRL
! KUNKEL, PC 06-19-14, G12
 1095  8.28158175E-01  0.11256         0.01049       
 1096  7.96846379E-01  0.11356         0.01059       
 1097  7.6559551E-01   0.1281          0.01194       
 1098  7.34322513E-01  0.12374         0.01154       
 1099  7.03146548E-01  0.0896          0.00835       
 1100  6.71849879E-01  0.10617         0.0099        
 1101  6.40645912E-01  0.11998         0.01119       
 1102  6.09315151E-01  0.11071         0.01032       
 1103  5.78142481E-01  0.09671         0.00902       
 1104  5.46832807E-01  0.06517         0.00608       
 1105  5.15636372E-01  0.04444         0.00414       
 1106  4.84351611E-01  0.03074         0.00287       
 1107  4.53057199E-01  0.02019         0.00188       
 1108  4.21827206E-01  0.01156         0.00108       
 1109  3.90570472E-01  0.00803         0.00075       
 1110  3.59345405E-01  0.00626         0.00058       
 1111  3.28207277E-01  0.00193         0.00018       
 1112  2.96874931E-01  0.00176         0.00016       
 1113  2.65556127E-01  0.00031         0.00003       
 1114  2.34463509E-01  0.0011          0.0001        
 1115  2.03129107E-01  0.00051         0.00005       
 1116  1.71929111E-01  0.00097         0.00009       
 1117  1.40555651E-01  0.00298         0.00028       
 1118  1.09387358E-01  0.00101         0.00009       
 1119  7.81111127E-02  0.00197         0.00018       
 1120  4.69321226E-02  0.00168         0.00016       
 1121  1.57073294E-02  0.0024          0.00022       
 1122 -3.12362994E-02  0.00268         0.00025       
 1123 -1.09387334E-01  0.00176         0.00016       
 1124 -2.03129083E-01  0.00232         0.00022       
 1125 -2.96874908E-01  0.00179         0.00017       
 1126 -3.9057045E-01   0.00229         0.00021       
 1127 -4.8435159E-01   0.00382         0.00036       
 1128 -5.78142461E-01  0.00629         0.00059       
 1129 -6.71849861E-01  0.02991         0.00279       
! 4125.000  36  0.020   1.00   0.00   1.00 PI0  DSG  KU(14)P  JLAB PRL
! KUNKEL, PC 06-19-14, G12
 1130  8.28158175E-01  0.10852         0.01018       
 1131  7.96846379E-01  0.135           0.01266       
 1132  7.6559551E-01   0.10676         0.01001       
 1133  7.34322513E-01  0.10727         0.01006       
 1134  7.03146548E-01  0.11732         0.011         
 1135  6.71849879E-01  0.12234         0.01147       
 1136  6.40645912E-01  0.14444         0.01354       
 1137  6.09315151E-01  0.09653         0.00905       
 1138  5.78142481E-01  0.07961         0.00746       
 1139  5.46832807E-01  0.0499          0.00468       
 1140  5.15636372E-01  0.03483         0.00327       
 1141  4.84351611E-01  0.02455         0.0023        
 1142  4.53057199E-01  0.02465         0.00231       
 1143  4.21827206E-01  0.01331         0.00125       
 1144  3.90570472E-01  0.00707         0.00066       
 1145  3.59345405E-01  0.00535         0.0005        
 1146  3.28207277E-01  0.00388         0.00036       
 1147  2.96874931E-01  0.00099         0.00009       
 1148  2.65556127E-01  0.00071         0.00007       
 1149  2.34463509E-01  0.00195         0.00018       
 1150  2.03129107E-01  0.00118         0.00011       
 1151  1.71929111E-01  0.00034         0.00003       
 1152  1.40555651E-01  0.00168         0.00016       
 1153  1.09387358E-01  0.00195         0.00018       
 1154  7.81111127E-02  0.00227         0.00021       
 1155  4.69321226E-02  0.00309         0.00029       
 1156  1.57073294E-02  0.00256         0.00024       
 1157 -3.12362994E-02  0.00208         0.0002        
 1158 -1.09387334E-01  0.00193         0.00018       
 1159 -2.03129083E-01  0.00232         0.00022       
 1160 -2.96874908E-01  0.00168         0.00016       
 1161 -3.9057045E-01   0.00203         0.00019       
 1162 -4.8435159E-01   0.00558         0.00052       
 1163 -5.78142461E-01  0.00686         0.00064       
 1164 -6.71849861E-01  0.0053          0.0005        
 1165 -7.65595494E-01  0.00997         0.00094       
! 4175.000  35  0.020   1.00   0.00   1.00 PI0  DSG  KU(14)P  JLAB PRL
! KUNKEL, PC 06-19-14, G12
 1166  8.28158175E-01  0.15984         0.01507       
 1167  7.96846379E-01  0.08028         0.00757       
 1168  7.6559551E-01   0.10531         0.00993       
 1169  7.34322513E-01  0.14346         0.01353       
 1170  7.03146548E-01  0.08508         0.00802       
 1171  6.71849879E-01  0.1128          0.01064       
 1172  6.40645912E-01  0.1158          0.01092       
 1173  6.09315151E-01  0.08309         0.00784       
 1174  5.78142481E-01  0.08466         0.00798       
 1175  5.46832807E-01  0.04304         0.00406       
 1176  5.15636372E-01  0.03            0.00283       
 1177  4.84351611E-01  0.01916         0.00181       
 1178  4.53212785E-01  0.01562         0.00147       
 1179  4.21827206E-01  0.01136         0.00107       
 1180  3.90570472E-01  0.00425         0.0004        
 1181  3.59345405E-01  0.0041          0.00039       
 1182  3.28207277E-01  0.00088         0.00008       
 1183  2.96874931E-01  0.00098         0.00009       
 1184  2.65556127E-01  0.00051         0.00005       
 1185  2.34463509E-01  0.00111         0.00011       
 1186  2.03129107E-01  0.00134         0.00013       
 1187  1.71929111E-01  0.00149         0.00014       
 1188  1.40555651E-01  0.00029         0.00003       
 1189  1.09387358E-01  0.00128         0.00012       
 1190  7.81111127E-02  0.00162         0.00015       
 1191  4.69321226E-02  0.00144         0.00014       
 1192  1.57073294E-02  0.00115         0.00011       
 1193 -3.12362994E-02  0.00173         0.00016       
 1194 -1.09387334E-01  0.00235         0.00022       
 1195 -2.03129083E-01  0.00143         0.00014       
 1196 -2.96874908E-01  0.00115         0.00011       
 1197 -3.9057045E-01   0.00318         0.0003        
 1198 -4.8435159E-01   0.00199         0.00019       
 1199 -5.78142461E-01  0.00626         0.00059       
 1200 -6.71849861E-01  0.01102         0.00104       
! 4225.000  36  0.020   1.00   0.00   1.00 PI0  DSG  KU(14)P  JLAB PRL
! KUNKEL, PC 06-19-14, G12
 1201  8.59406414E-01  0.41367         0.03923       
 1202  8.28158175E-01  0.18625         0.01767       
 1203  7.96846379E-01  0.12109         0.01149       
 1204  7.6559551E-01   0.13632         0.01293       
 1205  7.34322513E-01  0.10074         0.00955       
 1206  7.03146548E-01  0.11375         0.01079       
 1207  6.71849879E-01  0.12114         0.01149       
 1208  6.40645912E-01  0.11858         0.01125       
 1209  6.09315151E-01  0.09797         0.00929       
 1210  5.78142481E-01  0.06819         0.00647       
 1211  5.46832807E-01  0.03838         0.00364       
 1212  5.15636372E-01  0.0245          0.00232       
 1213  4.84351611E-01  0.01808         0.00172       
 1214  4.53057199E-01  0.01728         0.00164       
 1215  4.21827206E-01  0.00532         0.00051       
 1216  3.90570472E-01  0.01098         0.00104       
 1217  3.59345405E-01  0.00294         0.00028       
 1218  2.96874931E-01  0.00069         0.00007       
 1219  2.65556127E-01  0.00042         0.00004       
 1220  2.34463509E-01  0.00032         0.00003       
 1221  2.03129107E-01  0.00064         0.00006       
 1222  1.71929111E-01  0.0011          0.0001        
 1223  1.40555651E-01  0.00184         0.00017       
 1224  1.09387358E-01  0.00135         0.00013       
 1225  7.81111127E-02  0.00206         0.0002        
 1226  4.69321226E-02  0.00086         0.00008       
 1227  1.57073294E-02  0.00142         0.00014       
 1228 -3.12362994E-02  0.00272         0.00026       
 1229 -1.09387334E-01  0.00088         0.00008       
 1230 -2.03129083E-01  0.00089         0.00008       
 1231 -2.96874908E-01  0.00109         0.0001        
 1232 -3.9057045E-01   0.00152         0.00014       
 1233 -4.8435159E-01   0.00319         0.0003        
 1234 -5.78142461E-01  0.00498         0.00047       
 1235 -6.71849861E-01  0.00352         0.00033       
 1236 -7.65595494E-01  0.00846         0.0008        
! 4275.000  36  0.020   1.00   0.00   1.00 PI0  DSG  KU(14)P  JLAB PRL
! KUNKEL, PC 06-19-14, G12
 1237  8.59406414E-01  0.10877         0.01038       
 1238  8.28158175E-01  0.14846         0.01416       
 1239  7.96846379E-01  0.13305         0.01269       
 1240  7.6559551E-01   0.10331         0.00985       
 1241  7.34322513E-01  0.09244         0.00882       
 1242  7.03146548E-01  0.09428         0.00899       
 1243  6.71849879E-01  0.10313         0.00984       
 1244  6.40645912E-01  0.09815         0.00936       
 1245  6.09315151E-01  0.08779         0.00837       
 1246  5.78142481E-01  0.05911         0.00564       
 1247  5.46832807E-01  0.03583         0.00342       
 1248  5.15636372E-01  0.02646         0.00252       
 1249  4.84351611E-01  0.01535         0.00146       
 1250  4.53057199E-01  0.01522         0.00145       
 1251  4.21827206E-01  0.00551         0.00053       
 1252  3.90570472E-01  0.01002         0.00096       
 1253  3.59345405E-01  0.03913         0.00037       
 1254  3.28207277E-01  0.01015         0.0001        
 1255  2.65556127E-01  0.00038         0.00004       
 1256  2.34463509E-01  0.00179         0.00017       
 1257  2.03129107E-01  0.00107         0.0001        
 1258  1.71929111E-01  0.0013          0.00012       
 1259  1.40555651E-01  0.00156         0.00015       
 1260  1.09387358E-01  0.00096         0.00009       
 1261  7.81111127E-02  0.00137         0.00013       
 1262  4.69321226E-02  0.00094         0.00009       
 1263  1.57073294E-02  0.00141         0.00013       
 1264 -3.12362994E-02  0.00152         0.00015       
 1265 -1.09387334E-01  0.00188         0.00018       
 1266 -2.03129083E-01  0.00102         0.0001        
 1267 -2.96874908E-01  0.00199         0.00019       
 1268 -3.9057045E-01   0.00263         0.00025       
 1269 -4.8435159E-01   0.00176         0.00017       
 1270 -5.78142461E-01  0.00562         0.00054       
 1271 -6.71849861E-01  0.00457         0.00044       
 1272 -7.65595494E-01  0.00382         0.00036       
! 4325.000  35  0.020   1.00   0.00   1.00 PI0  DSG  KU(14)P  JLAB PRL
! KUNKEL, PC 06-19-14, G12
 1273  8.59406414E-01  0.0999          0.00958       
 1274  8.28158175E-01  0.0887          0.00851       
 1275  7.96846379E-01  0.14322         0.01374       
 1276  7.6559551E-01   0.12318         0.01182       
 1277  7.34322513E-01  0.12542         0.01203       
 1278  7.03146548E-01  0.12272         0.01177       
 1279  6.71849879E-01  0.10141         0.00973       
 1280  6.40645912E-01  0.11301         0.01084       
 1281  6.09315151E-01  0.09439         0.00906       
 1282  5.78142481E-01  0.0701          0.00673       
 1283  5.46832807E-01  0.03055         0.00293       
 1284  5.15636372E-01  0.02745         0.00263       
 1285  4.84351611E-01  0.01448         0.00139       
 1286  4.53057199E-01  0.00608         0.00058       
 1287  4.21827206E-01  0.01116         0.00107       
 1288  3.90570472E-01  0.00145         0.00014       
 1289  3.59345405E-01  0.00099         0.0001        
 1290  3.28207277E-01  0.00055         0.00005       
 1291  2.65556127E-01  0.00057         0.00006       
 1292  2.34463509E-01  0.00157         0.00015       
 1293  2.03129107E-01  0.00169         0.00016       
 1294  1.71929111E-01  0.00044         0.00004       
 1295  1.40555651E-01  0.00078         0.00008       
 1296  1.09387358E-01  0.0011          0.00011       
 1297  7.81111127E-02  0.00049         0.00005       
 1298  4.69321226E-02  0.00244         0.00023       
 1299  1.57073294E-02  0.00153         0.00015       
 1300 -3.12362994E-02  0.00183         0.00018       
 1301 -1.09387334E-01  0.0012          0.00012       
 1302 -2.03129083E-01  0.00076         0.00007       
 1303 -2.96874908E-01  0.00152         0.00015       
 1304 -3.9057045E-01   0.00298         0.00029       
 1305 -4.8435159E-01   0.0035          0.00034       
 1306 -5.78142461E-01  0.00687         0.00066       
 1307 -6.71849861E-01  0.0071          0.00068       
! 4375.000  32  0.020   1.00   0.00   1.00 PI0  DSG  KU(14)P  JLAB PRL
! KUNKEL, PC 06-19-14, G12
 1308  7.96846379E-01  0.18101         0.01747       
 1309  7.6559551E-01   0.12892         0.01244       
 1310  7.34322513E-01  0.10717         0.01034       
 1311  7.03146548E-01  0.09892         0.00954       
 1312  6.71849879E-01  0.09026         0.00871       
 1313  6.40645912E-01  0.09198         0.00888       
 1314  6.09315151E-01  0.09209         0.00889       
 1315  5.78142481E-01  0.04505         0.00435       
 1316  5.46832807E-01  0.0317          0.00306       
 1317  5.15636372E-01  0.02851         0.00275       
 1318  4.84351611E-01  0.02336         0.00225       
 1319  4.53057199E-01  0.0114          0.0011        
 1320  4.21827206E-01  0.00664         0.00064       
 1321  3.90570472E-01  0.00546         0.00053       
 1322  3.59345405E-01  0.00118         0.00011       
 1323  2.96874931E-01  0.00191         0.00019       
 1324  2.65556127E-01  0.00057         0.00006       
 1325  2.34463509E-01  0.00118         0.00011       
 1326  2.03129107E-01  0.0011          0.00011       
 1327  1.71929111E-01  0.00103         0.0001        
 1328  1.40555651E-01  0.00146         0.00014       
 1329  1.09387358E-01  0.00155         0.00015       
 1330  7.81111127E-02  0.00101         0.0001        
 1331  4.69321226E-02  0.00087         0.00008       
 1332 -3.12362994E-02  0.00133         0.00013       
 1333 -1.09387334E-01  0.00181         0.00018       
 1334 -2.03129083E-01  0.00165         0.00016       
 1335 -2.96874908E-01  0.00065         0.00006       
 1336 -3.9057045E-01   0.00177         0.00017       
 1337 -4.8435159E-01   0.00137         0.00013       
 1338 -5.78142461E-01  0.00491         0.00047       
 1339 -6.71849861E-01  0.00542         0.00052       
! 4425.000  35  0.020   1.00   0.00   1.00 PI0  DSG  KU(14)P  JLAB PRL
! KUNKEL, PC 06-19-14, G12
 1340  8.28158175E-01  0.06788         0.00659       
 1341  7.96846379E-01  0.09501         0.00922       
 1342  7.6559551E-01   0.12697         0.01232       
 1343  7.34322513E-01  0.08894         0.00863       
 1344  7.03146548E-01  0.07869         0.00764       
 1345  6.71849879E-01  0.10047         0.00975       
 1346  6.40645912E-01  0.12053         0.0117        
 1347  6.09315151E-01  0.08154         0.00791       
 1348  5.78142481E-01  0.03096         0.003         
 1349  5.46832807E-01  0.03028         0.00294       
 1350  5.15636372E-01  0.03265         0.00317       
 1351  4.84351611E-01  0.02295         0.00223       
 1352  4.53057199E-01  0.0108          0.00105       
 1353  4.21827206E-01  0.00951         0.00092       
 1354  3.90570472E-01  0.00234         0.00023       
 1355  3.59345405E-01  0.00006         0.00001       
 1356  3.28207277E-01  0.00126         0.00012       
 1357  2.96874931E-01  0.00077         0.00007       
 1358  2.65556127E-01  0.00076         0.00007       
 1359  2.34463509E-01  0.00119         0.00012       
 1360  2.03129107E-01  0.00139         0.00014       
 1361  1.71929111E-01  0.00067         0.00007       
 1362  1.40555651E-01  0.0005          0.00005       
 1363  1.09387358E-01  0.00098         0.0001        
 1364  7.81111127E-02  0.00135         0.00013       
 1365  4.69321226E-02  0.00171         0.00017       
 1366  1.57073294E-02  0.00221         0.00021       
 1367 -3.12362994E-02  0.00076         0.00007       
 1368 -1.09387334E-01  0.00153         0.00015       
 1369 -2.03129083E-01  0.00111         0.00011       
 1370 -2.96874908E-01  0.00162         0.00016       
 1371 -3.9057045E-01   0.0032          0.00031       
 1372 -4.8435159E-01   0.00486         0.00047       
 1373 -5.78142461E-01  0.00453         0.00044       
 1374 -6.71849861E-01  0.01114         0.00108       
! 4475.000  37  0.020   1.00   0.00   1.00 PI0  DSG  KU(14)P  JLAB PRL
! KUNKEL, PC 06-19-14, G12
 1375  8.59406414E-01  0.12399         0.0121        
 1376  8.28158175E-01  0.05761         0.00562       
 1377  7.96846379E-01  0.12516         0.01221       
 1378  7.6559551E-01   0.10132         0.00989       
 1379  7.34322513E-01  0.11503         0.01123       
 1380  7.03146548E-01  0.08883         0.00867       
 1381  6.71849879E-01  0.11072         0.0108        
 1382  6.40645912E-01  0.08049         0.00785       
 1383  6.09315151E-01  0.06621         0.00646       
 1384  5.78142481E-01  0.04215         0.00411       
 1385  5.46832807E-01  0.02654         0.00259       
 1386  5.15636372E-01  0.02202         0.00215       
 1387  4.84351611E-01  0.01791         0.00175       
 1388  4.53057199E-01  0.00972         0.00095       
 1389  4.21827206E-01  0.00188         0.00018       
 1390  3.90570472E-01  0.00265         0.00026       
 1391  3.59345405E-01  0.00102         0.0001        
 1392  3.28207277E-01  0.00025         0.00003       
 1393  2.96874931E-01  0.0006          0.00006       
 1394  2.65556127E-01  0.00124         0.00012       
 1395  2.34463509E-01  0.00118         0.00012       
 1396  2.03129107E-01  0.00069         0.00007       
 1397  1.71929111E-01  0.00033         0.00003       
 1398  1.40555651E-01  0.00096         0.00009       
 1399  1.09387358E-01  0.00036         0.00003       
 1400  7.81111127E-02  0.00191         0.00019       
 1401  4.69321226E-02  0.00079         0.00008       
 1402  1.57073294E-02  0.00153         0.00015       
 1403 -3.12362994E-02  0.00166         0.00016       
 1404 -1.09387334E-01  0.001           0.0001        
 1405 -2.03129083E-01  0.00082         0.00008       
 1406 -2.96874908E-01  0.00079         0.00008       
 1407 -3.9057045E-01   0.00191         0.00019       
 1408 -4.8435159E-01   0.00415         0.00041       
 1409 -5.78142461E-01  0.00649         0.00063       
 1410 -6.71849861E-01  0.00332         0.00032       
 1411 -7.65595494E-01  0.0073          0.00071       
! 4525.000  35  0.020   1.00   0.00   1.00 PI0  DSG  KU(14)P  JLAB PRL
! KUNKEL, PC 06-19-14, G12
 1412  8.28158175E-01  0.16915         0.0166        
 1413  7.96846379E-01  0.19662         0.0193        
 1414  7.6559551E-01   0.10711         0.01051       
 1415  7.34322513E-01  0.094           0.00923       
 1416  7.03146548E-01  0.09336         0.00916       
 1417  6.71849879E-01  0.10434         0.01024       
 1418  6.40645912E-01  0.08064         0.00791       
 1419  6.09315151E-01  0.07114         0.00698       
 1420  5.78142481E-01  0.02958         0.0029        
 1421  5.46832807E-01  0.02538         0.00249       
 1422  5.15636372E-01  0.02042         0.002         
 1423  4.84351611E-01  0.0169          0.00166       
 1424  4.53057199E-01  0.00563         0.00055       
 1425  4.21827206E-01  0.00827         0.00081       
 1426  3.90570472E-01  0.00556         0.00055       
 1427  3.59345405E-01  0.00101         0.0001        
 1428  3.28207277E-01  0.00024         0.00002       
 1429  2.65556127E-01  0.00067         0.00007       
 1430  2.34463509E-01  0.00224         0.00022       
 1431  2.03129107E-01  0.0013          0.00013       
 1432  1.71929111E-01  0.00098         0.0001        
 1433  1.40555651E-01  0.00033         0.00003       
 1434  1.09387358E-01  0.00092         0.00009       
 1435  7.81111127E-02  0.00057         0.00006       
 1436  4.69321226E-02  0.00155         0.00015       
 1437  1.57073294E-02  0.00079         0.00008       
 1438 -3.12362994E-02  0.00097         0.0001        
 1439 -1.09387334E-01  0.00179         0.00018       
 1440 -2.03129083E-01  0.00079         0.00008       
 1441 -2.96874908E-01  0.00094         0.00009       
 1442 -3.9057045E-01   0.00202         0.0002        
 1443 -4.8435159E-01   0.00217         0.00021       
 1444 -5.78142461E-01  0.00471         0.00046       
 1445 -6.71849861E-01  0.00657         0.00065       
 1446 -7.65595494E-01  0.00489         0.00048       
! 4575.000  34  0.020   1.00   0.00   1.00 PI0  DSG  KU(14)P  JLAB PRL
! KUNKEL, PC 06-19-14, G12
 1447  8.28158175E-01  0.08053         0.00795       
 1448  7.96846379E-01  0.14182         0.014         
 1449  7.6559551E-01   0.12285         0.01212       
 1450  7.34322513E-01  0.10506         0.01037       
 1451  7.03146548E-01  0.07756         0.00766       
 1452  6.71849879E-01  0.10637         0.0105        
 1453  6.40645912E-01  0.07238         0.00714       
 1454  6.09315151E-01  0.06529         0.00644       
 1455  5.78142481E-01  0.02969         0.00293       
 1456  5.46832807E-01  0.02287         0.00226       
 1457  5.15636372E-01  0.01826         0.0018        
 1458  4.84351611E-01  0.01135         0.00112       
 1459  4.53057199E-01  0.00779         0.00077       
 1460  4.21827206E-01  0.00531         0.00052       
 1461  3.90570472E-01  0.00139         0.00014       
 1462  3.59345405E-01  0.00105         0.0001        
 1463  2.96874931E-01  0.00066         0.00007       
 1464  2.65556127E-01  0.00111         0.00011       
 1465  2.34463509E-01  0.0013          0.00013       
 1466  2.03129107E-01  0.00038         0.00004       
 1467  1.71929111E-01  0.00035         0.00004       
 1468  1.40555651E-01  0.00075         0.00007       
 1469  1.09387358E-01  0.00108         0.00011       
 1470  7.81111127E-02  0.00052         0.00005       
 1471  4.69321226E-02  0.00161         0.00016       
 1472  1.57073294E-02  0.00102         0.0001        
 1473 -3.12362994E-02  0.00224         0.00022       
 1474 -1.09387334E-01  0.00058         0.00006       
 1475 -2.03129083E-01  0.00053         0.00005       
 1476 -2.96874908E-01  0.001           0.0001        
 1477 -3.9057045E-01   0.00212         0.00021       
 1478 -4.8435159E-01   0.00293         0.00029       
 1479 -5.78142461E-01  0.00354         0.00035       
 1480 -6.71849861E-01  0.00967         0.00096       
! 4625.000  36  0.020   1.00   0.00   1.00 PI0  DSG  KU(14)P  JLAB PRL
! KUNKEL, PC 06-19-14, G12
 1481  8.59406414E-01  0.12942         0.01285       
 1482  8.28158175E-01  0.14481         0.01437       
 1483  7.96846379E-01  0.14791         0.01468       
 1484  7.6559551E-01   0.11934         0.01184       
 1485  7.34322513E-01  0.0893          0.00886       
 1486  7.03146548E-01  0.08963         0.0089        
 1487  6.71849879E-01  0.1166          0.01157       
 1488  6.40645912E-01  0.07585         0.00753       
 1489  6.09315151E-01  0.05395         0.00536       
 1490  5.78142481E-01  0.03122         0.0031        
 1491  5.46832807E-01  0.01824         0.00181       
 1492  5.15636372E-01  0.02194         0.00218       
 1493  4.84351611E-01  0.01281         0.00127       
 1494  4.53057199E-01  0.00535         0.00053       
 1495  4.21827206E-01  0.00359         0.00036       
 1496  3.90570472E-01  0.00307         0.00031       
 1497  3.59345405E-01  0.00048         0.00005       
 1498  2.96874931E-01  0.00093         0.00009       
 1499  2.65556127E-01  0.00039         0.00004       
 1500  2.34463509E-01  0.00136         0.00014       
 1501  2.03129107E-01  0.0024          0.00024       
 1502  1.71929111E-01  0.00067         0.00007       
 1503  1.40555651E-01  0.00025         0.00003       
 1504  1.09387358E-01  0.00073         0.00007       
 1505  7.81111127E-02  0.00104         0.0001        
 1506  4.69321226E-02  0.00123         0.00012       
 1507  1.57073294E-02  0.00094         0.00009       
 1508 -3.12362994E-02  0.00172         0.00017       
 1509 -1.09040356E-01  0.00074         0.00007       
 1510 -2.03129083E-01  0.00101         0.0001        
 1511 -2.96874908E-01  0.00133         0.00013       
 1512 -3.9057045E-01   0.00192         0.00019       
 1513 -4.8435159E-01   0.00086         0.00009       
 1514 -5.78142461E-01  0.00526         0.00052       
 1515 -6.71849861E-01  0.0034          0.00034       
 1516 -7.65595494E-01  0.00785         0.00078       
! 4675.000  32  0.020   1.00   0.00   1.00 PI0  DSG  KU(14)P  JLAB PRL
! KUNKEL, PC 06-19-14, G12
 1517  7.96846379E-01  0.1251          0.01249       
 1518  7.6559551E-01   0.10095         0.01008       
 1519  7.34322513E-01  0.14146         0.01412       
 1520  7.03146548E-01  0.08289         0.00827       
 1521  6.71849879E-01  0.104           0.01038       
 1522  6.40645912E-01  0.08051         0.00804       
 1523  6.09315151E-01  0.04362         0.00435       
 1524  5.78142481E-01  0.02707         0.0027        
 1525  5.46832807E-01  0.01605         0.0016        
 1526  5.15636372E-01  0.01504         0.0015        
 1527  4.84351611E-01  0.01112         0.00111       
 1528  4.53057199E-01  0.00548         0.00055       
 1529  4.21827206E-01  0.00191         0.00019       
 1530  3.90570472E-01  0.00039         0.00004       
 1531  2.96874931E-01  0.00103         0.0001        
 1532  2.34463509E-01  0.00081         0.00008       
 1533  2.03129107E-01  0.00043         0.00004       
 1534  1.71929111E-01  0.00083         0.00008       
 1535  1.40555651E-01  0.00172         0.00017       
 1536  1.09387358E-01  0.00091         0.00009       
 1537  7.81111127E-02  0.00037         0.00004       
 1538  4.69321226E-02  0.00112         0.00011       
 1539  1.57073294E-02  0.00054         0.00005       
 1540 -3.12362994E-02  0.0004          0.00004       
 1541 -1.09387334E-01  0.00073         0.00007       
 1542 -2.03129083E-01  0.00104         0.0001        
 1543 -2.96874908E-01  0.0014          0.00014       
 1544 -3.9057045E-01   0.00185         0.00018       
 1545 -4.8435159E-01   0.00142         0.00014       
 1546 -5.78142461E-01  0.00171         0.00017       
 1547 -6.71849861E-01  0.00548         0.00055       
 1548 -7.65595494E-01  0.00265         0.00027       
! 4725.000  33  0.020   1.00   0.00   1.00 PI0  DSG  KU(14)P  JLAB PRL
! KUNKEL, PC 06-19-14, G12
 1549  8.59406414E-01  0.17598         0.01766       
 1550  7.96846379E-01  0.13577         0.01363       
 1551  7.6559551E-01   0.11459         0.0115        
 1552  7.34322513E-01  0.12491         0.01254       
 1553  7.03146548E-01  0.08942         0.00898       
 1554  6.71849879E-01  0.08979         0.00901       
 1555  6.40645912E-01  0.06606         0.00663       
 1556  6.09315151E-01  0.0347          0.00348       
 1557  5.78142481E-01  0.0228          0.00229       
 1558  5.46832807E-01  0.01809         0.00182       
 1559  5.15636372E-01  0.01554         0.00156       
 1560  4.84351611E-01  0.00869         0.00087       
 1561  4.53057199E-01  0.00648         0.00065       
 1562  4.21827206E-01  0.00348         0.00035       
 1563  3.90570472E-01  0.00072         0.00007       
 1564  3.59345405E-01  0.00118         0.00012       
 1565  3.28042407E-01  0.00103         0.0001        
 1566  2.96874931E-01  0.00032         0.00003       
 1567  2.65556127E-01  0.00081         0.00008       
 1568  2.03129107E-01  0.001           0.0001        
 1569  1.71929111E-01  0.00153         0.00015       
 1570  1.40555651E-01  0.00162         0.00016       
 1571  1.09387358E-01  0.00073         0.00007       
 1572  4.69321226E-02  0.00092         0.00009       
 1573  1.57073294E-02  0.00064         0.00007       
 1574 -3.12362994E-02  0.00084         0.00008       
 1575 -1.09387334E-01  0.00023         0.00002       
 1576 -2.03129083E-01  0.00107         0.00011       
 1577 -2.96874908E-01  0.00114         0.00012       
 1578 -3.9057045E-01   0.00246         0.00025       
 1579 -4.8435159E-01   0.00256         0.00026       
 1580 -5.78142461E-01  0.00601         0.0006        
 1581 -6.71849861E-01  0.00429         0.00043       
! 4775.000  34  0.020   1.00   0.00   1.00 PI0  DSG  KU(14)P  JLAB PRL
! KUNKEL, PC 06-19-14, G12
 1582  8.59406414E-01  0.50672         0.05114       
 1583  8.28158175E-01  0.10395         0.01049       
 1584  7.96846379E-01  0.11479         0.01159       
 1585  7.6559551E-01   0.13799         0.01393       
 1586  7.34322513E-01  0.09169         0.00925       
